gene	mean	median	longest_isoform	merged
LINC01111	1663	1663	1663	1663
ZFHX4-AS1	1710	1710	1710	1710
ZFHX4	13958	13958	13958	13958
PEX2	4338	4363	4385	4541
LOC102724874	125	125	125	125
PKIA	4136	4136	4201	4201
RP11-594N15.2	1931	1931	1931	1931
ZC2HC1A	2776	3352	3469	4055
LOC101241902	1528	1528	1528	1528
IL7	1983	1983	2076	2076
STMN2	2114	2223	2305	2314
HEY1	2211	2293	2305	2578
RP11-26J3.1	1203	1203	2126	2243
RP11-27N21.3	582	582	582	582
LOC101927022	528	528	528	528
MRPS28	707	707	707	707
TPD52	4163	4088	4440	4925
MIR5708	52	52	85	85
ZBTB10	9452	9609	9951	10212
ZNF704	10138	14386	14456	15072
PAG1	10798	10805	10846	10930
LOC101927085	4870	4870	4870	4870
FABP5	731	731	731	731
PMP2	3569	3569	3569	3569
FABP9	399	399	399	399
FABP4	838	838	838	838
FABP12	538	570	589	589
LOC101927118	407	407	407	407
IMPA1	3426	3396	3597	3597
SLC10A5	1317	1317	1317	1317
ZFAND1	1748	2154	2196	2291
CHMP4C	1847	1847	1847	1847
SNX16	2867	3174	3456	3476
LOC101927141	360	360	360	360
RALYL	1778	1821	2906	3474
LRRCC1	3319	3331	3876	3876
LOC102723322	246	246	246	246
E2F5	1631	1658	1734	1868
C8orf59	995	1005	1050	1050
LOC100507258	1469	1469	1469	1469
CA13	3855	3855	3855	3855
CA1	1247	1263	1286	1470
CA3	1753	1753	1753	1753
RP11-317J10.2	1161	1161	1284	1284
CA2	1666	1666	1666	1666
REXO1L1P	6592	6592	6592	6592
LOC101929601	2028	2028	2028	2028
LOC101929627	2028	2028	2028	2028
REXO1L2P	1078	1078	1078	1078
LOC100288562	2028	2028	2028	2028
PSKH2	1158	1158	1158	1158
ATP6V0D2	2370	2370	2370	2370
SLC7A13	1751	1751	1865	1998
WWP1	4304	4357	4447	4450
RMDN1	1786	1463	3064	5840
CPNE3	4841	4841	4865	4865
CNGB3	4036	4036	4347	4347
CNBD1	1548	1548	1638	1746
DCAF4L2	3326	3326	3326	3326
MMP16	6335	6335	6335	6335
RP11-37B2.1	759	759	759	759
LOC101929758	1088	1088	1088	1088
RIPK2	2512	2512	2585	2599
OSGIN2	4223	4223	4246	4504
NBN	4568	4576	4621	4727
DECR1	1098	1098	1251	1256
CALB1	2531	2531	2531	2531
LINC00534	869	869	869	869
LOC101926899	335	335	335	335
LINC01030	765	765	765	765
TMEM64	4741	4741	4819	4819
LOC100506351	3547	3547	3547	3547
LOC102724670	560	560	560	560
NECAB1	5140	5140	5140	5140
C8orf88	1053	1053	1053	1053
TMEM55A	1594	1594	2406	2406
GS1-251I9.4	4198	4198	4198	4198
OTUD6B	3368	3368	3438	3438
LRRC69	1323	1323	1323	1323
MIR4661	39	22	75	75
SLC26A7	4598	5206	5307	5934
RUNX1T1	7347	7415	7769	8992
LOC102724688	61	61	61	61
LOC102724710	634	634	634	634
LOC101926956	1648	1648	1663	1788
FLJ46284	3366	3366	3366	3366
TRIQK	3624	3667	3826	4113
MIR8084	56	56	89	89
C8orf87	588	588	588	588
LINC00535	1914	1914	1914	1914
FAM92A1	1946	1902	2206	2615
RBM12B	5187	5219	5311	5769
RBM12B-AS1	709	709	709	709
TMEM67	3878	3726	4726	5723
MIR378D2	59	59	98	98
PDP1	4248	4240	4360	4659
CDH17	3698	3698	3699	3804
GEM	2129	2129	2187	2187
RAD54B	3850	3097	5380	8477
FSBP	5403	5403	5403	5403
KIAA1429	5053	5053	6439	6646
LOC101926977	1239	1239	1239	1239
LOC100288748	2183	2183	2183	2183
ESRP1	3502	3666	3806	3806
DPY19L4	5982	6127	6234	6314
INTS8	3305	3389	3563	3563
CCNE2	2727	2727	2727	2727
TP53INP1	5633	5633	5652	5652
LOC101927002	883	883	883	883
LOC100506538	2310	2310	2310	2310
NDUFAF6	1702	1804	1909	2121
MIR3150B	43	22	86	86
MIR3150A	41	22	80	80
PLEKHF2	2965	2965	2965	2965
C8orf69	519	519	519	519
C8orf37	3030	3030	3373	3618
LOC100616530	397	377	600	878
TRNAS20	82	82	82	82
LOC100500773	1365	1365	1365	1365
GDF6	3701	3701	3701	3701
UQCRB	4119	4933	5109	5316
LOC101927039	234	234	275	275
MTERFD1	1301	1355	1532	1637
PTDSS1	2504	2504	2504	2504
LOC102724804	1679	1679	1679	1679
SDC2	3168	3192	3485	3972
CPQ	1735	1898	2014	2307
LOC101927066	2218	2218	2218	2218
TSPYL5	4463	4463	4463	4463
MTDH	6100	7613	7667	7797
LAPTM4B	2238	2238	2238	2238
MATN2	3795	4053	4110	4137
LOC100506558	503	503	503	503
RPL30	554	554	554	554
SNORA72	132	132	132	132
C8orf47	1073	1073	1550	1550
HRSP12	1011	1011	1011	1011
POP1	4701	4685	4745	4771
NIPAL2	2878	2207	5219	5653
KCNS2	3168	3168	3168	3168
STK3	3038	2999	3671	5008
OSR2	1852	1877	2126	2132
VPS13B	8464	5743	16744	19580
MIR599	57	57	95	95
MIR875	39	22	76	76
COX6C	921	921	921	921
RGS22	3756	3983	4410	4694
MIR1273A	64	64	103	103
FBXO43	2868	3305	3349	3349
POLR2K	971	971	971	971
SPAG1	3801	3785	3947	4056
RNF19A	4118	4331	4407	5055
LOC102724867	858	858	858	858
MIR4471	52	52	83	83
ANKRD46	2655	2781	3274	4342
SNX31	2212	2425	2461	2532
PABPC1	3066	3066	3272	3272
MIR7705	40	40	57	57
YWHAZ	3108	3049	3390	4095
FLJ42969	1948	1948	1948	1948
ZNF706	2791	2802	2904	3115
NACAP1	703	703	703	703
LOC101927172	723	723	732	786
GRHL2	5231	5231	5231	5231
NCALD	3673	3656	3809	4577
MIR5680	53	53	84	84
RRM2B	4873	4913	4932	5200
UBR5	9345	9844	10884	11477
LOC101927201	642	642	642	642
ODF1	994	994	994	994
KLF10	2791	2783	3257	3594
LOC101927245	1108	1108	1108	1108
AZIN1	4230	4202	4348	4348
LOC100506753	656	656	656	656
LOC100996457	628	647	711	954
ATP6V1C1	5704	5704	5704	5704
LINC01181	2778	2778	2778	2778
BAALCOS	496	496	496	496
BAALC	2765	2765	2849	2849
MIR3151	39	21	76	76
RP11-318M2.2	726	726	726	726
FZD6	3711	3724	3795	3933
CTHRC1	1246	1246	1279	1506
SLC25A32	3126	3119	3228	3228
DCAF13	2642	2642	2642	2642
RIMS2	6457	6915	8265	9560
DCSTAMP	1854	1983	2107	2137
DPYS	1944	2054	2228	2261
MIR548A3	47	22	97	97
LRP12	4120	4120	4149	4149
LOC101927392	955	955	955	955
ZFPM2	4491	4491	4502	4709
LOC102723356	1386	1386	1386	1386
OXR1	4055	4477	4768	5994
ABRA	2754	2754	2754	2754
ANGPT1	4336	4336	4338	4338
RSPO2	2965	2982	3149	3422
EIF3E	1508	1508	1508	1508
EMC2	1238	1238	1238	1238
LOC102723368	158	158	158	158
TMEM74	4152	4152	6218	6284
LOC101927413	227	227	227	227
TRHR	1415	1415	1415	1415
NUDCD1	3676	3853	3953	4102
ENY2	2923	2930	2976	2976
PKHD1L1	14017	14017	14017	14017
EBAG9	2329	2314	2481	2801
SYBU	2929	2995	3238	4829
LOC100132813	3023	3023	3023	3023
KCNV1	3229	3253	3507	3507
RP11-946L20.2	351	351	351	351
RP11-946L20.4	362	362	379	446
CSMD3	12921	13018	13126	13355
MIR2053	57	57	91	91
TRPS1	9824	9891	10017	10540
LINC00536	2692	2692	2692	2692
LOC102723447	133	133	133	133
EIF3H	1275	1275	1275	1275
UTP23	2416	2416	3693	4421
RAD21	3750	3750	3750	3750
RAD21-AS1	2010	2010	2010	2010
MIR3610	46	46	73	73
AARD	1786	1786	1786	1786
SLC30A8	5416	5403	5561	5848
MED30	932	932	985	985
EXT1	3363	3363	3363	3363
SAMD12	6606	8785	8870	10492
SAMD12-AS1	701	701	701	701
TNFRSF11B	2346	2346	2346	2346
COLEC10	1305	1305	1708	1799
LOC101927513	1408	1408	1408	1408
MAL2	2818	2818	2818	2818
MIR548AZ	46	22	95	95
NOV	2601	2601	2601	2601
ENPP2	3109	3257	3379	3590
TAF2	5112	5112	5205	5205
DSCC1	2197	2197	2269	2269
DEPTOR	2484	2484	2636	2636
COL14A1	6778	6464	7703	8523
MRPL13	1011	1011	1110	1230
MTBP	3087	3087	3087	3087
SNTB1	4257	4975	5595	5814
LOC101927561	357	357	357	357
RP11-713M15.1	1973	1973	1973	1973
HAS2	3275	3275	3275	3275
HAS2-AS1	2288	2288	2288	2288
ZHX2	4757	4397	5515	5848
DERL1	3087	3280	3340	3390
TBC1D31	3335	3306	3505	3505
TRNAM11	73	73	73	73
FAM83A	3566	3704	4596	5710
FAM83A-AS1	1158	1158	1158	1158
MIR4663	50	50	76	76
C8orf76	1342	1342	1342	1342
ZHX1-C8ORF76	1527	1527	1527	1527
ZHX1	4423	5071	5201	5403
ATAD2	5565	5565	5565	5565
MIR548AA1	61	61	97	97
MIR548D1	47	22	97	97
WDYHV1	1334	1530	1593	1754
FBXO32	6578	6514	6793	6946
KLHL38	2016	2016	2198	2221
ANXA13	1531	1531	1593	1593
FAM91A1	3498	3498	5326	5576
FER1L6	6037	6037	6051	6223
FER1L6-AS1	2315	2315	2315	2315
FER1L6-AS2	1748	1748	1748	1748
RP11-37N22.1	1173	1173	1173	1173
TMEM65	4307	4307	4307	4307
TRMT12	2220	2220	2220	2220
RNF139-AS1	3002	3002	5645	5825
RNF139	3312	3312	3312	3312
TATDN1	1085	1093	1208	1293
MIR6844	41	41	62	62
NDUFB9	706	717	719	719
MTSS1	4899	5048	5333	6332
MIR4662B	51	51	81	81
MIR4662A	37	22	67	67
LINC00964	3579	3579	3579	3579
ZNF572	3276	3276	3276	3276
SQLE	2989	2989	2989	2989
KIAA0196	4011	4011	4166	4166
NSMCE2	1176	1212	1216	1249
LOC102723524	47	47	48	62
TRIB1	2821	2809	3635	4249
LOC101927634	273	273	273	273
LINC00861	2995	2995	5338	5457
RP11-65D17.1	1422	1422	1422	1422
FAM84B	3436	2627	5481	5501
PCAT1	1992	1992	1992	1992
PRNCR1	12722	12722	12722	12722
CCAT1	2795	2795	2795	2795
LOC101930033	1040	1040	1040	1040
CCAT2	1752	1752	1752	1752
POU5F1B	1599	1599	1599	1599
CASC8	1412	1412	1412	1412
CASC11	744	744	744	744
MYC	2366	2366	2366	2366
MIR1204	44	44	67	67
PVT1	1699	1699	1699	1699
TMEM75	2165	2165	2165	2165
MIR1205	41	41	63	63
LOC102723587	408	408	408	408
MIR1206	40	40	59	59
MIR1207	42	21	87	87
MIR1208	46	46	73	73
LOC101927774	2055	2055	2055	2055
LINC00977	1153	1153	1153	1153
MIR3686	54	54	86	86
GSDMC	2714	2714	2714	2714
FAM49B	3169	3881	4191	4526
MIR5194	71	71	120	120
ASAP1	6133	6178	6347	6509
ASAP1-IT2	2031	2031	2031	2031
ASAP1-IT1	1179	1179	1179	1179
ADCY8	4123	4101	4189	4279
EFR3A	5394	5394	5417	5486
OC90	1782	1782	1782	1782
HHLA1	4105	4105	4105	4105
KCNQ3	8121	10713	11248	11641
HPYR1	982	982	982	982
LRRC6	2785	3305	3414	3624
TMEM71	2088	2047	2969	3009
LOC102723614	467	467	467	467
PHF20L1	5378	6156	6263	9571
TG	7385	7078	8453	9553
SLA	3118	3080	3459	3617
MIR7848	62	62	101	101
WISP1	4748	4692	5190	5190
LOC102723635	190	190	190	190
NDRG1	3124	3028	3478	3478
ST3GAL1	6967	6869	7430	7810
LOC101927798	1041	1041	1041	1041
RP11-157E21.1	582	582	582	582
ZFAT	4358	4573	4778	5188
ZFAT-AS1	939	939	939	939
LOC102723677	502	502	502	502
MIR30B	44	22	88	88
MIR30D	38	22	70	70
LOC102723694	1685	1685	1685	1685
RP11-1057B8.2	2096	2096	2096	2096
RP11-452N4.1	1240	1240	1240	1240
LOC101927872	682	682	682	682
KHDRBS3	1714	1666	1957	2496
LOC101927892	75	75	75	75
LOC101927915	990	990	990	990
FLJ45872	4163	4163	4163	4163
FAM135B	6850	6803	6962	7084
LOC102724215	1321	1321	1321	1321
COL22A1	5744	5875	6346	6346
KCNK9	2808	2808	3291	4428
TRAPPC9	5441	5475	6516	6899
CHRAC1	2360	2377	2504	2548
AGO2	3449	3449	3500	3500
PTK2	4562	4587	4706	5364
MIR151A	44	21	90	90
LOC101927963	785	794	896	1377
DENND3	4064	3754	5482	6696
SLC45A4	6413	6981	8465	8955
LOC731779	796	796	796	796
GPR20	1528	1528	1528	1528
LOC101928037	390	390	390	390
LOC401480	1465	1465	1465	1465
PTP4A3	2814	2831	2923	3112
MROH5	3937	3827	4167	4506
MIR1302-7	46	46	72	72
MIR4472-1	49	49	80	80
LINC00051	1046	1046	1046	1046
TSNARE1	3083	3083	4261	4764
BAI1	5440	5440	5528	5544
ARC	2948	2948	2948	2948
LOC101928087	499	499	499	499
JRK	5737	5867	9124	9475
PSCA	1099	1099	1176	1284
LY6K	1459	1682	1961	2305
LOC100288181	5684	5684	5684	5684
THEM6	2179	2179	2264	2264
SLURP1	537	537	537	537
LYPD2	534	534	534	534
LYNX1	3225	4593	4951	5865
LY6D	802	802	802	802
GML	723	723	723	723
CYP11B1	3057	3337	3535	3748
CYP11B2	2936	2936	2936	2936
LOC100133669	702	702	702	702
CDC42P3	1836	1836	1836	1836
LY6E	1173	1173	1176	1176
C8orf31	1931	1931	1988	3464
LOC101928108	1278	1278	1278	1278
LY6H	956	960	981	1296
GPIHBP1	2282	2282	2282	2282
ZFP41	4040	4040	4797	6215
GLI4	1343	1343	1343	1343
LOC100507316	608	682	754	1148
ZNF696	4686	4686	4686	4686
TOP1MT	2121	2087	2460	2832
RHPN1-AS1	2013	2013	2013	2013
RHPN1	3814	3853	3871	3892
MAFA	2373	2373	2373	2373
ZC3H3	3641	3793	4414	5264
GSDMD	2383	2316	2936	3662
MROH6	2683	2683	3251	3631
NAPRT1	1683	1683	1703	1703
EEF1D	1835	2067	2532	3713
TIGD5	2412	2412	2412	2412
PYCRL	2477	2477	2678	2678
TSTA3	1565	1495	1951	2361
ZNF623	3652	3956	4087	4353
ZNF707	2290	2225	2926	4028
BREA2	1002	1002	1002	1002
CCDC166	1320	1320	1320	1320
LOC101928160	1288	1288	1288	1288
MAPK15	1634	1888	1932	1945
FAM83H	6433	6482	7783	7889
MIR4664	38	22	71	71
FAM83H-AS1	2737	2737	2737	2737
LOC101928220	864	864	864	864
SCRIB	5180	5180	5218	5218
MIR937	54	54	86	86
PUF60	1895	1897	1958	2065
NRBP2	2479	2118	3723	4215
MIR6845	33	21	61	61
EPPK1	16007	16007	16007	16007
PLEC	14628	14695	15255	16586
MIR661	56	56	89	89
PARP10	3482	3482	3518	3556
GRINA	1927	1958	1968	2212
SPATC1	1884	1896	2036	2210
LOC102723931	56	56	56	56
SMPD5	1649	1649	1649	1649
OPLAH	4009	4009	4009	4009
MIR6846	34	22	60	60
EXOSC4	895	895	895	895
MIR6847	38	23	69	69
GPAA1	2067	2067	2067	2067
CYC1	1234	1234	1234	1234
SHARPIN	1750	1750	1816	1816
MAF1	1775	1775	1775	1775
KIAA1875	7119	7119	7119	7119
FAM203A	2405	2405	2405	2405
MROH1	4810	5277	5439	7707
BOP1	2373	2373	2373	2373
MIR7112-2	36	23	65	65
SCXB	1538	1538	2074	2074
HSF1	1876	2152	2231	2236
DGAT1	3721	3721	3721	3721
LOC101929012	1017	1017	1017	1017
MIR6848	37	23	70	70
SCRT1	3779	3779	3779	3779
TMEM249	1121	995	1598	1674
FBXL6	1790	1790	1799	1799
SLC52A2	1987	2008	2193	2228
LOC101928902	775	775	775	775
ADCK5	1961	1974	1992	1992
CPSF1	3978	4395	4517	4630
MIR939	42	24	82	82
MIR6849	38	23	69	69
SLC39A4	1791	2087	2318	2640
VPS28	1203	1184	1586	1676
TONSL	4392	4392	4515	4574
LOC100287098	1196	1196	1196	1196
MIR6893	37	22	69	69
CYHR1	1448	1376	1907	3462
KIFC2	3350	3329	3474	3554
FOXH1	2183	2183	2183	2183
PPP1R16A	2705	2828	2890	3110
GPT	1886	1886	1886	1886
MFSD3	1446	1446	1446	1446
RECQL4	3816	3816	3816	3816
LRRC14	2903	2124	5437	5462
LRRC24	1772	1772	1772	1772
C8orf82	1932	1932	1932	1932
ARHGAP39	4647	4576	5146	5146
LOC100996662	2821	2800	2934	3272
ZNF251	2117	2841	3082	4023
LOC102723988	1317	1317	1317	1317
ZNF34	2223	1927	2836	2967
RPL8	897	897	920	975
MIR6850	34	22	61	61
LOC101929051	834	834	834	834
ZNF517	2435	2435	2536	3194
ZNF7	2394	2484	2768	4419
COMMD5	1975	1448	4794	5623
ZNF250	3442	2481	6364	6747
ZNF16	2554	2560	2616	2714
ZNF252P	5430	5430	5430	5430
TMED10P1	4033	4033	4033	4033
ZNF252P-AS1	3236	3236	3236	3236
C8orf33	2617	2617	2617	2617
DDX11L5	1655	1655	1655	1655
WASH1	1837	1837	1837	1837
MIR1302-11	79	79	138	138
FAM138C	1130	1130	1130	1130
LOC101929157	299	237	443	492
RP11-143M1.2	703	703	703	703
RP11-143M1.3	601	601	601	601
FOXD4	2187	2187	2187	2187
CBWD1	1517	1646	2216	3232
C9orf66	2786	2786	2786	2786
DOCK8	7276	7237	7452	7505
KANK1	5574	5629	6065	8883
DMRT1	2245	2245	2268	2268
DMRT3	2180	2180	2180	2180
DMRT2	2471	2665	2935	3467
LOC102723793	166	166	166	166
LOC102723803	212	212	212	212
LOC101929228	176	176	176	176
SMARCA2	4160	5652	5880	6887
LOC102723835	202	202	202	202
LOC101930053	973	935	1168	1180
LOC101930048	253	253	314	327
VLDLR-AS1	887	887	887	887
VLDLR	3611	3611	3670	3670
KCNV2	2162	2162	2162	2162
KIAA0020	2222	2222	2222	2222
RP11-32F11.2	1494	1494	1494	1494
RFX3	8094	9234	9325	11224
DSERG1	723	723	723	723
RP11-509J21.1	1109	1098	1174	1755
GLIS3	5874	6932	7650	8232
GLIS3-AS1	730	730	730	730
LOC101929330	3302	3302	3302	3302
SLC1A1	3739	3739	3739	3739
SPATA6L	1724	1538	3746	5743
PPAPDC2	2981	2981	2981	2981
LOC101929351	197	197	300	310
CDC37L1	1698	1698	1698	1698
AK3	4137	4098	4326	4622
LOC102723969	51	51	51	51
RCL1	1940	2006	2182	2320
MIR101-2	50	50	79	79
JAK2	5977	5977	6669	7050
INSL6	708	708	708	708
INSL4	615	615	615	615
RLN2	873	873	924	924
LOC101929382	696	696	696	696
RLN1	695	663	1004	1737
PLGRKT	926	998	1012	1293
CD274	2859	3428	3686	3790
PDCD1LG2	2421	2420	2427	2455
KIAA1432	5833	6663	6859	7457
ERMP1	4183	4181	5341	6141
MLANA	1937	1937	2351	2379
KIAA2026	6498	7204	7576	7802
MIR4665	42	26	79	79
RANBP6	3898	3566	4622	4622
IL33	2601	2693	2706	2822
TPD52L3	1821	1539	2572	3497
UHRF2	2829	2493	3723	3883
GLDC	3809	3809	3809	3809
KDM4C	4206	4225	5027	7035
LOC102723994	816	816	816	816
TMEM261	2487	2487	2487	2487
PTPRD	9013	9514	10110	10171
RP11-75C9.1	1732	1732	1732	1732
RP11-87N24.2	2834	2834	2834	2834
LOC102724027	138	138	138	138
LOC101929446	436	436	436	436
TYRP1	2812	2812	2876	2896
LOC101929467	480	480	571	717
LURAP1L	2069	2069	2690	3123
MPDZ	7251	7539	7824	8110
FLJ41200	2328	2328	2328	2328
LOC101929507	228	228	228	228
LINC00583	384	384	384	384
LOC101929489	193	193	193	193
NFIB	8327	8464	8692	9422
TRNAH5	72	72	72	72
ZDHHC21	9015	9008	9171	9424
CER1	1206	1206	1206	1206
FREM1	5839	5167	10086	10905
LOC389705	923	923	923	923
TTC39B	3185	3222	3261	3565
SNAPC3	2964	2964	3095	4149
PSIP1	2383	1980	3377	5284
CCDC171	4333	4312	4470	4617
RNU6-14P	106	106	106	106
LOC100506331	1839	1839	1839	1839
C9orf92	370	368	379	519
BNC2	11766	13010	13088	13122
CNTLN	4292	5136	5567	11011
SH3GL2	2572	2572	2728	2749
ADAMTSL1	4863	4863	7843	8000
MIR3152	39	22	74	74
LOC102724102	167	167	167	167
FAM154A	2018	1964	2167	2313
RRAGA	1652	1652	1652	1652
HAUS6	6312	6312	6365	6365
SCARNA8	131	131	131	131
PLIN2	1931	2011	2098	2458
DENND4C	7594	7715	8024	8328
RPS6	829	829	829	829
ACER2	1974	1969	3092	3351
LOC392288	493	493	493	493
SLC24A2	10944	10962	11117	11294
MLLT3	6730	6730	6772	6987
MIR4473	56	56	91	91
MIR4474	40	22	78	78
FOCAD	6060	6080	6095	6653
LOC101929548	547	547	547	547
MIR491	42	22	84	84
PTPLAD2	2776	2776	4137	4221
IFNB1	840	840	840	840
IFNW1	1514	1514	1514	1514
IFNA21	1024	1024	1024	1024
IFNA4	982	982	982	982
IFNA7	737	737	737	737
IFNA10	963	963	963	963
IFNA16	939	939	939	939
IFNA17	980	980	980	980
IFNA14	778	778	778	778
IFNA22P	876	876	876	876
IFNA5	700	700	700	700
KLHL9	4412	4412	4412	4412
IFNA6	570	570	570	570
IFNA13	705	705	705	705
IFNA2	1143	1143	1143	1143
IFNA8	1039	1039	1039	1039
IFNA1	863	863	863	863
MIR31HG	2148	2148	2148	2148
IFNE	1475	1475	1475	1475
MIR31	38	22	71	71
MTAP	4922	4922	4922	4922
C9orf53	616	616	616	616
CDKN2A	1189	1222	1451	2150
CDKN2B-AS1	1813	1649	3837	4211
CDKN2B	3922	3922	3984	3984
LOC102724137	49	49	49	49
DMRTA1	2302	2302	2302	2302
FLJ35282	2347	2347	2347	2347
LOC101929563	4966	4966	4966	4966
ELAVL2	3847	3799	4186	4840
IZUMO3	722	704	902	982
TUSC1	2470	2470	2470	2470
RP11-33G16.1	1237	1237	1237	1237
LOC100506422	2320	2320	2320	2320
CAAP1	2223	2815	2969	3023
PLAA	4954	4954	4954	4954
IFT74	2007	2145	2171	2774
LOC101929602	417	417	417	417
LRRC19	3609	3609	3609	3609
TEK	4449	4368	4759	4759
LINC00032	2913	2913	2913	2913
EQTN	991	986	1038	1146
MOB3B	6525	6525	6525	6525
IFNK	1140	1140	1140	1140
LOC102724192	1064	1064	1064	1064
C9orf72	2921	3236	3339	4486
LINGO2	2905	3156	3236	3505
MIR876	41	22	81	81
MIR873	40	22	77	77
LOC401497	1255	1255	1255	1255
LOC101929620	721	721	721	721
ACO1	3541	3555	3622	3638
DDX58	4756	4756	4756	4756
TOPORS	4075	4075	4173	4173
TOPORS-AS1	807	832	1013	1806
NDUFB6	815	816	861	861
TAF1L	6216	6216	6216	6216
TMEM215	5383	5383	5383	5383
APTX	1985	2004	2169	2376
DNAJA1	1538	1538	1538	1538
SMU1	7004	7004	7091	7091
B4GALT1	4121	4121	4199	4199
RP11-326F20.5	975	932	1185	1346
SPINK4	368	368	368	368
BAG1	3873	3873	3873	3873
CHMP5	2013	2013	2070	2070
NFX1	3820	3588	4695	6155
AQP7	1315	1282	1519	1670
AQP3	1871	1871	1871	1871
NOL6	4182	4182	4853	4853
MIR6851	37	23	67	67
SUGT1P1	820	820	820	820
ANKRD18B	3858	3970	4105	4775
ANXA2P2	1310	1310	1310	1310
PTENP1	3917	3917	3917	3917
PTENP1-AS	873	873	873	873
LOC102724216	277	277	277	277
LOC101929688	486	486	486	486
PRSS3	915	821	1145	1296
RP11-133O22.6	1359	1359	1359	1359
UBE2R2	4417	4417	4457	4477
UBAP2	3589	3970	4284	4648
SNORD121B	79	79	79	79
SNORD121A	91	91	91	91
DCAF12	3520	3520	3671	3793
UBAP1	2772	2743	2898	3348
PRO2852	1993	1993	1993	1993
KIF24	5262	5072	6227	6304
NUDT2	967	983	1075	1075
KIAA1161	5287	5287	6373	6477
C9orf24	897	857	1240	2105
FAM219A	3609	3601	3826	4327
DNAI1	2460	2593	2634	2732
ENHO	1078	1078	1078	1078
CNTFR	1861	1934	2052	2247
CNTFR-AS1	884	884	884	884
RPP25L	1000	1000	1102	1102
DCTN3	859	857	954	984
ARID3C	1239	1239	1239	1239
SIGMAR1	1630	1634	1734	1734
GALT	1342	1342	1405	1405
IL11RA	1749	1749	1776	1825
CCL27	446	446	446	446
LOC101929761	522	550	652	1125
CCL19	684	684	684	684
CCL21	895	895	895	895
FAM205A	4298	4298	4298	4298
FAM205B	6130	6130	6130	6130
KIAA1045	5140	5847	5851	6058
LOC101926900	749	749	749	749
DNAJB5	2536	2455	2798	3128
C9orf131	3279	3268	3409	3551
VCP	3859	3859	3859	3859
FANCG	2631	2631	2631	2631
PIGO	3672	3557	5352	5870
STOML2	1335	1308	1431	1431
FAM214B	2607	2398	3177	3649
UNC13B	7589	7589	8809	8809
LOC102724286	3020	3020	3020	3020
ATP8B5P	2634	2522	2863	4425
RUSC2	4835	5159	5636	5971
FAM166B	1038	1035	1076	1108
TESK1	2516	2516	2516	2516
MIR4667	36	22	66	66
CD72	1428	1427	1548	1672
LOC101926948	983	983	983	983
SIT1	1238	1238	1238	1238
RMRP	268	268	268	268
CCDC107	1081	1177	1258	1258
ARHGEF39	4130	4130	4498	6243
CA9	1373	1458	1645	2002
TPM2	1496	1371	2089	2232
TLN1	8857	8434	9724	10045
MIR6852	34	21	66	66
CREB3	1851	1851	1851	1851
MIR6853	40	24	74	74
GBA2	3317	3396	3633	3662
RGP1	3986	3986	6256	6263
MSMP	678	678	678	678
NPR2	4029	3525	5638	6633
SPAG8	1606	1661	2009	2342
HINT2	754	754	856	1003
FAM221B	2013	1607	3137	3605
TMEM8B	3006	3087	3983	4522
LINC00950	5245	5245	5245	5245
OR13J1	939	939	939	939
HRCT1	950	950	950	950
LINC00961	1546	1546	1546	1546
OR2S2	1047	1047	1047	1047
RECK	4200	4200	4412	4480
GLIPR2	2034	2021	2480	2853
CCIN	1943	1943	1943	1943
CLTA	1149	1164	1236	1236
GNE	4728	5092	5314	5477
LOC102724322	596	596	769	884
RNF38	5092	5097	5258	6315
MELK	2338	2321	2523	2609
MIR4475	41	41	61	61
PAX5	8722	8731	8909	9152
MIR4540	38	38	55	55
MIR4476	46	46	70	70
LOC100130458	2740	2740	2740	2740
LOC100506710	4375	4375	4375	4375
ZCCHC7	2649	2690	2831	3559
GRHPR	1083	1083	1235	1253
ZBTB5	5065	5065	5480	5690
POLR1E	1928	1956	1962	2239
FBXO10	3291	3148	4575	4793
TOMM5	835	850	907	907
FRMPD1	4916	4916	4916	4916
TRMT10B	2056	2115	2407	2444
EXOSC3	1765	1765	1841	1841
DCAF10	5023	4914	7922	8201
SLC25A51	2941	3696	3723	4719
SHB	6021	6021	6021	6021
ALDH1B1	3070	3070	3070	3070
IGFBPL1	3559	3559	3559	3559
FAM220BP	961	961	961	961
FAM95C	2667	2667	2667	2667
ANKRD18A	3856	3856	3974	4616
FAM201A	1731	1731	1731	1731
LOC101927024	590	590	590	590
LOC101927042	674	674	935	971
CNTNAP3	5907	6681	7045	7200
SPATA31A1	3431	3431	4223	4223
FAM74A1	1795	1795	1795	1795
ZNF658B	3372	3372	3372	3372
GLIDR	2581	2581	2581	2581
KGFLP2	4707	4707	4707	4707
LOC102724431	305	305	305	305
LOC101927527	151	151	153	182
ANKRD20A2	3072	3072	3511	3511
LOC102724462	858	858	858	858
FAM95B1	1543	1543	1543	1543
LOC101928407	645	645	645	645
LOC101929959	1543	1586	2048	2530
LOC102724655	1416	1416	1416	1416
LOC102724580	758	711	1313	2060
LOC100132004	1424	1424	1424	1424
MIR1299	52	52	83	83
LOC100132352	1284	1284	1284	1284
PGM5P2	1976	1976	1976	1976
BX255923.3	3182	3182	3182	3182
FOXD4L6	2725	2725	2725	2725
CBWD6	1350	1389	1719	2517
LOC101927903	2841	2841	2841	2841
FAM27E2	1767	1767	1767	1767
LOC102724690	112	112	112	112
LOC101928906	890	890	890	890
